"module";"topic";"question";"correct_answer";"options"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Investir peut entraîner :";"A";"{""A"": ""Une perte partielle ou totale du capital"", ""B"": ""Une sécurité totale"", ""C"": ""Un rendement garanti"", ""D"": ""Une stabilité permanente""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Une personne qui investit cherche à :";"C";"{""A"": ""Éviter les risques"", ""B"": ""Maximiser ses dépenses"", ""C"": ""Obtenir un rendement supérieur"", ""D"": ""Vivre à crédit""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"L’épargne est adaptée pour :";"C";"{""A"": ""S’enrichir rapidement"", ""B"": ""Préparer sa retraite"", ""C"": ""Gérer les imprévus"", ""D"": ""Spéculer""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Un placement risqué est plus souvent un :";"B";"{""A"": ""Compte d’épargne"", ""B"": ""Investissement"", ""C"": ""Livret jeune"", ""D"": ""Livret A""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Quel critère distingue souvent l’investissement de l’épargne ?";"B";"{""A"": ""Le support papier"", ""B"": ""Le niveau de risque"", ""C"": ""Le taux de TVA"", ""D"": ""Le solde du compte""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Quel produit est le plus exposé aux fluctuations ?";"C";"{""A"": ""Compte courant"", ""B"": ""Obligations d'État"", ""C"": ""Actions"", ""D"": ""Livret A""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"L’épargne est recommandée en priorité pour :";"C";"{""A"": ""Faire des dons"", ""B"": ""Financer ses loisirs"", ""C"": ""Faire face aux dépenses imprévues"", ""D"": ""Investir dans les startups""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Un PEA est un exemple de :";"B";"{""A"": ""Compte d’épargne réglementé"", ""B"": ""Investissement en actions"", ""C"": ""Crédit à la consommation"", ""D"": ""Assurance santé""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"L’investissement est plutôt recommandé :";"C";"{""A"": ""Pour les projets à court terme"", ""B"": ""Quand on veut un capital 100% garanti"", ""C"": ""Pour les projets à moyen ou long terme"", ""D"": ""Pour faire des achats impulsifs""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Quelle est la durée type d’un investissement ?";"C";"{""A"": ""Quelques jours"", ""B"": ""1 mois"", ""C"": ""Plusieurs années"", ""D"": ""Une semaine""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Les intérêts de l’épargne sont souvent :";"D";"{""A"": ""Élevés"", ""B"": ""Nuls"", ""C"": ""Modérés"", ""D"": ""Garantis mais faibles""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Quel comportement est typique d’un investisseur ?";"B";"{""A"": ""Éviter toute prise de risque"", ""B"": ""Chercher une rentabilité future"", ""C"": ""Ne jamais consulter ses comptes"", ""D"": ""Refuser de diversifier""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Quelle combinaison décrit bien l’épargne de précaution ?";"B";"{""A"": ""Long terme + volatil"", ""B"": ""Court terme + disponible"", ""C"": ""Moyen terme + risqué"", ""D"": ""Long terme + bloqué""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Que signifie avoir un objectif financier ?";"B";"{""A"": ""Faire une dépense rapide"", ""B"": ""Planifier un achat ou une épargne future"", ""C"": ""Attendre une opportunité"", ""D"": ""Éviter toute planification""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Un objectif financier doit être :";"C";"{""A"": ""Flou et ambitieux"", ""B"": ""Vague et temporaire"", ""C"": ""SMART (Spécifique, Mesurable, etc.)"", ""D"": ""Toujours à court terme""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Quel est un exemple d’objectif financier ?";"C";"{""A"": ""Acheter un café"", ""B"": ""Faire un budget mensuel"", ""C"": ""Épargner 10 000 € pour une maison"", ""D"": ""Payer un loyer""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Définir un objectif permet :";"C";"{""A"": ""De gagner plus"", ""B"": ""De dépenser mieux"", ""C"": ""De structurer son épargne"", ""D"": ""De réduire les impôts""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Un objectif financier à court terme est :";"C";"{""A"": ""Acheter une maison"", ""B"": ""Préparer la retraite"", ""C"": ""Financer les vacances de l’année"", ""D"": ""Investir en Bourse""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"L’épargne pour un projet futur est appelée :";"C";"{""A"": ""Épargne de précaution"", ""B"": ""Investissement alternatif"", ""C"": ""Épargne projet"", ""D"": ""Consommation différée""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Un objectif financier mal défini entraîne :";"C";"{""A"": ""Une bonne surprise"", ""B"": ""Un endettement sûr"", ""C"": ""Un manque de motivation"", ""D"": ""Des frais bancaires""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Quel outil est utile pour suivre ses objectifs ?";"B";"{""A"": ""Un crédit revolving"", ""B"": ""Un tableur ou une app de gestion"", ""C"": ""Un conseiller fiscal"", ""D"": ""Un forum Internet""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Un objectif mesurable est :";"C";"{""A"": ""Acheter un truc"", ""B"": ""Devenir riche"", ""C"": ""Épargner 200 € par mois"", ""D"": ""Faire des efforts""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"L’horizon temporel d’un objectif financier est :";"B";"{""A"": ""Le montant d’impôt"", ""B"": ""La durée pour l’atteindre"", ""C"": ""Le taux d’intérêt"", ""D"": ""Le solde bancaire""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Quel objectif est considéré comme à long terme ?";"C";"{""A"": ""Acheter une voiture"", ""B"": ""Partir en vacances"", ""C"": ""Préparer sa retraite"", ""D"": ""Réduire sa facture téléphonique""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Quelle est la première étape dans la définition d’un objectif ?";"A";"{""A"": ""Évaluer ses revenus"", ""B"": ""Choisir une banque"", ""C"": ""Demander un prêt"", ""D"": ""Lire les actualités financières""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Quel outil peut vous aider à visualiser vos objectifs ?";"B";"{""A"": ""Une carte de fidélité"", ""B"": ""Un plan d’action"", ""C"": ""Un crédit renouvelable"", ""D"": ""Une facture EDF""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Quels objectifs doivent être prioritaires ?";"B";"{""A"": ""Ceux liés au plaisir"", ""B"": ""Ceux qui sont urgents et essentiels"", ""C"": ""Ceux proposés par les amis"", ""D"": ""Ceux basés sur les réseaux sociaux""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"L’ajustement d’un objectif est utile quand :";"B";"{""A"": ""Il est trop simple"", ""B"": ""Il est irréaliste"", ""C"": ""Il est à long terme"", ""D"": ""Il est motivant""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Quel type d’objectif est le plus motivant ?";"B";"{""A"": ""Flou"", ""B"": ""Concret et réalisable"", ""C"": ""Ambitieux mais vague"", ""D"": ""Imposé""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Quels critères caractérisent un bon objectif financier ?";"A";"{""A"": ""Mesurable et temporel"", ""B"": ""Aléatoire et fiscal"", ""C"": ""Virtuel et complexe"", ""D"": ""Indéfini et urgent""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Quelle question se poser avant de définir un objectif ?";"C";"{""A"": ""Quel est mon solde bancaire ?"", ""B"": ""Qu’ai-je mangé hier ?"", ""C"": ""Quel est mon projet et mon délai ?"", ""D"": ""Puis-je gagner à la loterie ?""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Les objectifs à court terme sont généralement :";"A";"{""A"": ""Moins chers et plus accessibles"", ""B"": ""Plus risqués"", ""C"": ""Inatteignables"", ""D"": ""Toujours liés à la retraite""}"
"👛 Gestion financière personnelle";"Définir des objectifs financiers";"Pourquoi noter ses objectifs ?";"C";"{""A"": ""Pour les oublier"", ""B"": ""Pour les partager sur les réseaux"", ""C"": ""Pour les suivre et rester motivé"", ""D"": ""Pour faire plaisir à ses proches""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Qu’est-ce que l’effet boule de neige en finance ?";"B";"{""A"": ""Un effet de réduction fiscale"", ""B"": ""Un effet d’accumulation grâce à l’épargne et aux intérêts composés"", ""C"": ""Un effet lié à l’inflation"", ""D"": ""Une chute des marchés""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Quel facteur favorise l’effet boule de neige ?";"C";"{""A"": ""Retirer souvent son épargne"", ""B"": ""Investir dans des actions volatiles"", ""C"": ""Épargner régulièrement"", ""D"": ""Changer souvent de compte""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Les intérêts composés signifient :";"A";"{""A"": ""Des intérêts ajoutés au capital et qui génèrent à leur tour des intérêts"", ""B"": ""Des intérêts fixes"", ""C"": ""Des intérêts payés en nature"", ""D"": ""Des intérêts déduits d’un prêt""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"L’épargne régulière est :";"B";"{""A"": ""Moins efficace que l’épargne ponctuelle"", ""B"": ""Un moyen de lisser l’effort d’épargne"", ""C"": ""Réservée aux retraités"", ""D"": ""Uniquement utile en cas de crise""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Plus on commence tôt à épargner :";"C";"{""A"": ""Moins c’est utile"", ""B"": ""Moins on gagne"", ""C"": ""Plus l’effet boule de neige est puissant"", ""D"": ""Plus on paye d’impôts""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Quel outil permet de programmer une épargne régulière ?";"A";"{""A"": ""Virement automatique"", ""B"": ""Chèque mensuel"", ""C"": ""Carte bancaire"", ""D"": ""Paiement différé""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Un capital de départ élevé est :";"B";"{""A"": ""Indispensable"", ""B"": ""Utile mais non obligatoire"", ""C"": ""Toujours nécessaire"", ""D"": ""Moins efficace que les intérêts""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Le rendement composé permet :";"C";"{""A"": ""D’obtenir un revenu passif"", ""B"": ""D’augmenter l’effet de levier fiscal"", ""C"": ""D’augmenter la capitalisation sur le long terme"", ""D"": ""D’éviter les impôts""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Quel type de produit bénéficie de l’effet composé ?";"D";"{""A"": ""Livret A"", ""B"": ""Action"", ""C"": ""Immobilier"", ""D"": ""Tous les placements avec capitalisation""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Épargner 100 €/mois pendant 20 ans permet :";"C";"{""A"": ""De constituer un matelas sans intérêts"", ""B"": ""D’atteindre une somme fixe de 2000 €"", ""C"": ""De faire croître le capital grâce aux intérêts cumulés"", ""D"": ""De payer ses dettes""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Le principal avantage de l’épargne régulière est :";"C";"{""A"": ""La fiscalité"", ""B"": ""L’effet de levier"", ""C"": ""La régularité et l’accumulation sur le temps"", ""D"": ""Les frais réduits""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Les intérêts simples sont :";"A";"{""A"": ""Moins puissants que les composés sur le long terme"", ""B"": ""Supérieurs aux composés"", ""C"": ""Égaux à long terme"", ""D"": ""Garantis par l’État""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"L’accumulation d’épargne régulière est efficace grâce à :";"B";"{""A"": ""La défiscalisation"", ""B"": ""La constance et les intérêts composés"", ""C"": ""L’assurance-vie uniquement"", ""D"": ""Le capital minimum requis""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Une personne qui commence à 20 ans aura :";"C";"{""A"": ""Moins de rendement"", ""B"": ""Moins de capital"", ""C"": ""Un effet boule de neige plus long et puissant"", ""D"": ""Moins d’intérêts que quelqu’un de 40 ans""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Quelle habitude favorise l’effet boule de neige ?";"C";"{""A"": ""Retirer souvent l’épargne"", ""B"": ""Investir irrégulièrement"", ""C"": ""Mettre de côté une somme fixe chaque mois"", ""D"": ""Changer de banque souvent""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Un intérêt annuel de 5 % sur 20 ans appliqué chaque année crée :";"C";"{""A"": ""Un effet neutre"", ""B"": ""Un capital stable"", ""C"": ""Une croissance exponentielle"", ""D"": ""Un effet fiscal négatif""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Pour bénéficier de l’effet composé, il faut :";"B";"{""A"": ""Épargner à taux variable"", ""B"": ""Réinvestir les gains"", ""C"": ""Éviter de capitaliser"", ""D"": ""Faire des retraits fréquents""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Un effet boule de neige est maximisé si :";"A";"{""A"": ""On épargne peu mais longtemps"", ""B"": ""On place une grosse somme une fois"", ""C"": ""On ne suit pas ses placements"", ""D"": ""On retire dès le premier gain""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Quel placement ne permet pas de bénéficier de l’effet composé ?";"C";"{""A"": ""Livret A"", ""B"": ""Plan d’épargne retraite"", ""C"": ""Compte courant sans intérêts"", ""D"": ""Assurance-vie en euros""}"
"👛 Gestion financière personnelle";"L’effet boule de neige de l’épargne régulière";"Quel comportement nuit à l’effet boule de neige ?";"B";"{""A"": ""L’épargne automatique"", ""B"": ""Le retrait fréquent du capital"", ""C"": ""L’épargne mensuelle"", ""D"": ""La patience""}"
"👛 Gestion financière personnelle";"Éviter le surendettement";"Qu’est-ce que le surendettement ?";"B";"{""A"": ""Avoir trop d’épargne"", ""B"": ""Avoir plus de dettes que de revenus disponibles"", ""C"": ""Payer ses factures à temps"", ""D"": ""Refuser un crédit""}"
"👛 Gestion financière personnelle";"Éviter le surendettement";"Quel est un signe de surendettement ?";"B";"{""A"": ""Avoir un PEL"", ""B"": ""Utiliser fréquemment un découvert autorisé"", ""C"": ""Payer son loyer"", ""D"": ""Épargner 30 % de ses revenus""}"
